Timestamp,Symbol,Action,Long_Exchange,Long_Price,Long_Qty,Long_Status,Short_Exchange,Short_Price,Short_Qty,Short_Status,Est_Total_Notional,Est_Fee_Cost
2025-12-14 16:59:59,TNSR,OPEN,Hyperliquid,0.098518,5684.266119,ok,Asterdex,0.098212,5701.924175,NEW,1120.00,1.1200
